daily_ammount_sold,shippment_duration,price
41.31980909,12.21168154,147.5573718
41.33433797,12.65548668,152.1753465
41.36040064,12.64105593,150.6531822
41.39607723,12.78413773,150.3757371
41.40189432,13.17755432,146.7385442
41.40667501,13.05160972,136.0251716
41.41217507,13.65471489,147.4477674
41.43699742,13.43233421,152.0514088
41.47116286,11.86125687,152.1998747
41.4738926,13.89340867,145.8014696
41.49624231,12.52734036,130.2771259
41.49712859,13.00804763,153.250529
41.51088942,13.13293171,143.6638748
41.51343848,12.9058126,141.4892836
41.51996368,13.26750089,154.4992444
41.52874079,12.90849437,142.7340072
41.52894625,13.17209751,140.0588307
41.55661683,12.6308211,138.2269905
41.5832459,12.9952565,147.8986538
41.58507708,12.55478098,151.1980982
41.58564333,13.09024374,153.5980465
41.62252585,13.14488575,150.8461
41.65134274,13.22885407,130.0699031
41.66187137,12.62996571,144.7104863
41.66421792,12.11083209,140.7338949
41.66657211,13.12702996,142.9594764
41.66854364,12.97934586,132.1525031
41.67662392,12.91922709,149.3007196
41.69554029,13.55923538,146.2783853
41.69932967,12.1503666,135.6864668
41.73821601,13.09302348,156.7976262
41.73856123,13.4031556,151.9855428
41.73949731,13.10799435,144.1276942
41.7852821,12.64476378,145.5240119
41.80998565,12.81040817,136.1409003
41.81775599,13.54566459,151.0614725
41.82788895,12.36403,140.9886825
41.83328702,12.92505328,152.8868585
41.83644897,12.05225524,147.5690913
41.84188454,13.23856692,141.5519769
41.87440424,13.08151033,132.4779051
41.87888761,13.06994176,133.8810727
41.88310673,12.70227358,137.7496235
41.91076726,13.15761241,148.0394272
41.91346145,12.89967784,160.5005287
41.93307392,12.79614497,140.0253906
41.93504059,13.14074619,151.7820831
41.97682393,12.38537907,145.6746886
41.98952441,13.36026372,138.7514786
41.98974359,12.97483257,154.3095707
41.99360496,12.1961184,157.7751752
42.00092227,12.76050246,164.2092099
42.005918,12.25616918,147.6692937
42.03047197,13.16678765,140.4654254
42.03596199,13.14953574,148.0274821
42.04614265,12.34256029,135.072156
42.05151158,12.84374319,150.2837739
42.07100608,12.97419979,138.2062555
42.08273466,12.12290234,155.249048
42.11323427,12.57443333,150.3028388
42.12774361,13.25314348,142.6167055
42.14436649,13.26841311,137.7003038
42.16641888,13.36274912,140.6959947
42.21033116,13.33332752,145.8102302
42.22898382,12.40409959,140.6111853
42.23562986,12.91679643,140.2928104
42.23643295,12.92774567,140.1479247
42.25563419,12.52498374,149.2074265
42.26520507,12.3286709,149.6819722
42.26797045,12.8972237,139.3272896
42.26874578,13.51825584,151.8090364
42.27790675,12.99222719,155.6598442
42.28020341,12.95877898,136.9115287
42.28897828,12.57294283,152.7546252
42.29225176,12.59284792,155.5723106
42.3508468,12.39371551,153.964958
42.36122713,13.55669728,148.5144031
42.37292968,13.47769668,145.9075796
42.39513032,13.65031926,134.4780008
42.40436607,12.79746427,137.9084757
42.40861178,13.32800332,145.3537169
42.41275351,12.42123307,135.0723704
42.43382112,12.66694539,142.1622729
42.48188417,13.07719639,129.63559
42.49516199,12.83173878,137.8001233
42.49593212,12.52550374,131.9779362
42.4980141,13.43143925,144.7431419
42.50106169,13.31893683,149.0850794
42.51111211,12.83600095,144.8699928
42.52745227,12.70279564,156.9385327
42.54511298,13.34204212,210.126305
42.57206261,12.24489853,158.8154982
42.5782227,12.6072288,145.9630768
42.5808415,12.53509195,154.2497962
42.62372574,13.01721719,150.7383634
42.62430044,12.89311233,141.0469122
42.63223509,12.35474351,139.6558743
42.63415967,12.68906506,152.6983745
42.63771134,13.42918354,146.2200026
42.64598328,12.75345842,152.6317268
42.66420355,12.94296854,143.7299432
42.69166076,12.40318047,136.1845555
42.71068408,12.2833084,146.4351102
42.71130404,12.67579602,140.6533134
42.7132036,13.12552755,146.138385
42.72381966,13.12453639,151.7778443
42.73400886,12.33621588,151.3863341
42.74909035,13.56036154,155.5219353
42.75281633,13.07742085,152.5044238
42.76065767,12.70080056,150.2630648
42.76452897,13.15219946,139.5413893
42.80914455,12.75441976,145.521801
42.81116304,12.41456087,151.4178807
42.81570632,12.55915296,142.3624695
42.83478966,11.95826594,151.3911905
42.85015599,13.40260152,153.7329533
42.85516335,13.31834046,137.1772908
42.85810886,13.00842567,148.159899
42.86399979,13.04240379,137.3472851
42.86512507,12.68167978,144.346615
42.8674602,13.16909626,140.8498881
42.8995217,12.99486264,137.3325825
42.93081361,12.77727164,146.7978094
42.95124401,13.11136977,152.2360571
42.95483014,12.6179733,152.495333
42.98853046,13.01306323,150.5390008
43.00831246,12.65376601,157.7690047
43.03603579,12.77705291,150.0144667
43.05742262,12.15629931,143.1094466
43.07516533,13.05076485,145.8709152
43.07980468,12.84932423,221.159367
43.08786075,12.73312016,162.4245524
43.09559965,12.73024076,159.8824301
43.10760389,13.57489949,144.0434675
43.1076243,13.28743544,154.6699112
43.11124088,12.5293889,155.8570125
43.1527618,13.34868345,141.6580102
43.1616374,13.15136329,148.5603023
43.18967267,13.26983485,149.3930609
43.21585606,12.90276054,154.7380359
43.21997878,12.89048754,145.3810446
43.26091416,13.74948883,158.3043194
43.2669576,12.99834156,150.9289662
43.27221729,12.30667125,138.8221416
43.29468581,12.39764367,151.9258982
43.30381921,12.14598938,157.7520555
43.30529163,13.11226153,139.6929286
43.33163389,12.96011305,138.7339233
43.33913377,12.35422438,152.8678261
43.36832486,12.40166711,153.2228368
43.39394404,13.64136086,135.9301202
43.39791285,13.09669223,140.9531741
43.40583956,12.82657022,133.7367978
43.40992008,12.9741811,140.944575
43.41768541,13.03760189,144.5265203
43.42634022,13.52723243,144.9864704
43.43712289,13.34077078,141.9772141
43.45092385,12.7065173,152.4609876
43.45566079,12.54089436,156.5672249
43.48429122,12.21475332,143.1824807
43.50919655,13.34315757,137.3429119
43.52910164,13.27604369,145.3263463
43.54324288,12.1679505,135.423974
43.57480022,12.95705573,146.3089697
43.59272513,12.39870132,150.957919
43.60717799,12.28538916,146.0432786
43.62377228,12.03782285,136.918587
43.64415422,13.88362665,150.6429401
43.64519574,12.72767318,137.9421021
43.64878861,13.20373984,138.835375
43.6766493,12.48103245,154.1682994
43.68882121,12.69755133,144.2379592
43.70972811,12.77840358,154.354554
43.71144176,12.79164813,145.4709182
43.71580719,13.03547461,159.089911
43.7251696,12.68876146,161.619506
43.72603317,12.88007369,136.5601297
43.73195801,13.17934535,145.3408468
43.74404494,12.21617379,148.4082715
43.76423622,12.86886616,142.8843039
43.76886564,13.2120989,153.7066191
43.77106067,12.35554073,149.4198259
43.78524853,13.15636575,146.6050464
43.78969416,12.65046377,203.3937786
43.79963491,13.34475539,160.9139163
43.84354987,12.96121774,147.1514493
43.84922193,12.74404641,169.3559985
43.85782497,12.58453775,128.5596904
43.88261477,12.73143663,147.1770289
43.88704817,12.45921779,143.4096731
43.8886176,13.29300888,131.8305356
43.9033291,12.59920358,153.8670359
43.9130269,13.11306228,145.4884812
43.91730391,14.09582343,137.9139296
43.93988948,12.64667343,150.057008
43.94442829,12.34982795,140.6029888
43.95759509,12.41548992,140.5058689
43.9776204,12.56698648,158.3265192
43.99045347,13.08663333,151.6013724
44.01057616,12.38634618,153.1893054
44.0288931,13.30007687,146.3663763
44.03076824,13.73451046,160.3692477
44.04678237,13.29184895,150.5075193
44.09369351,12.21083074,162.0837747
44.13346409,12.69794739,138.9227645
44.13451971,12.38913676,136.8162052
44.13556021,13.93644914,145.1670754
44.15276779,13.32259257,148.1414887
44.16238574,12.59056245,187.1143559
44.16919955,13.50495387,133.3408238
44.17345983,12.25120687,142.1398443
44.17753442,12.76616239,160.7550259
44.18633758,12.06221005,141.4238352
44.18872239,13.55532977,144.1701582
44.1893892,12.9926166,145.6807433
44.19600225,12.72111574,154.6248631
44.21192711,12.96868924,152.7469214
44.23655694,12.34314318,151.2408912
44.25156025,12.82369516,151.7362606
44.26851061,13.30529075,149.725672
44.26904771,11.91433167,140.4840279
44.27406536,13.014655,149.0946673
44.27807199,12.25255148,139.5483491
44.28223107,13.14321707,142.5781594
44.28415294,12.46365083,144.6780104
44.29718959,12.88334568,154.7043777
44.30071582,13.54366129,154.1472626
44.36270711,12.01210356,142.8324512
44.37338414,12.60444266,143.2310973
44.37434889,12.71469694,134.1669454
44.39215442,13.20869426,152.3803684
44.40394637,12.68390491,138.5015656
44.41631764,12.15096278,144.82644
44.42369431,12.47020953,151.9423406
44.4300946,12.53696983,153.7413054
44.44888305,13.17276911,164.0533885
44.45007242,12.322939,145.1780331
44.4554493,12.89007589,155.0680816
44.45625732,12.71031439,156.3644261
44.49466542,13.72256903,147.6400172
44.49614189,13.01520264,140.1583661
44.49630473,12.73143108,143.6009642
44.49640679,12.87303987,166.5792717
44.50245515,12.74178431,155.44838
44.51129607,11.75866632,176.0777333
44.51182235,13.09050056,137.6517187
44.52579502,13.12875456,143.5943704
44.52594461,12.85238242,146.0758459
44.52930073,12.41855725,157.1205267
44.52959784,12.86743248,141.9321528
44.5429395,11.84659228,150.2696774
44.54803335,12.98299739,138.1521744
44.55729177,12.99689265,143.0482054
44.56739976,12.66990114,139.7155529
44.60294283,12.80349521,143.196909
44.61652282,12.88682774,145.1824403
44.62436357,12.59840246,151.5484456
44.64385324,12.5951825,140.9990507
44.65403016,13.14203932,163.7965307
44.66858248,13.1408299,149.0900489
44.67208051,13.22872357,137.1990674
44.67624106,13.01488266,151.4380934
44.68504821,12.86480408,161.9370401
44.69142207,13.31203838,142.1630024
44.69449423,13.20887108,148.5940751
44.72844914,12.74491154,148.5676033
44.72901819,13.05653833,134.4620992
44.73550875,13.17259059,144.6986117
44.73893223,12.20825395,152.9432445
44.74164654,12.03057977,151.3518129
44.75824277,12.88724329,159.3361142
44.76020334,11.9411499,148.0384778
44.77387692,12.80075772,153.5465664
44.7744151,12.76706588,146.0646074
44.77979335,14.00395308,150.2127251
44.79291843,13.35051126,152.7080753
44.82373716,13.04912771,147.3502814
44.83833371,12.81179671,136.3254942
44.83927006,12.7539783,157.8926176
44.83961228,12.13324885,153.692065
44.84293194,12.66848461,142.6986853
44.8564378,13.27198378,140.7355978
44.8822479,12.48614934,152.3544186
44.90876724,12.79417979,151.4915528
44.91707059,13.22885292,155.8334789
44.96138752,12.83635867,149.1085516
44.9669934,12.97511693,139.12655
44.97405556,11.87164575,142.3311427
44.98518349,12.9085633,155.6590615
45.00353953,12.55547416,154.9857598
45.0251841,12.06092557,148.347878
45.02630894,13.3442701,141.979148
45.03077158,12.84222204,157.0595062
45.03084887,12.79104899,150.5481548
45.0536997,12.7606779,144.5963993
45.05518734,12.80929688,150.3589588
45.07063817,12.37254089,150.5338519
45.07500697,12.47540232,158.1200169
45.07820588,12.05066418,138.1048521
45.08117687,13.48391585,149.3293764
45.09823597,12.58297284,149.0733629
45.09912988,12.64315024,153.6986643
45.13200485,13.57284863,153.558392
45.16250491,13.92660363,151.7650229
45.1671627,11.81778583,134.0312701
45.17663737,13.02202172,130.3904532
45.17796817,13.05550512,150.5888922
45.1781717,12.61626525,150.9621658
45.18092202,13.04973491,150.0900172
45.1956509,13.0658814,136.5658335
45.2134048,13.03770355,129.9142972
45.21755186,12.98193248,144.734062
45.21905883,12.35016019,146.2305897
45.2270317,12.65767259,154.2048292
45.24813831,12.41074084,130.853374
45.25732551,12.68397361,155.8370005
45.25819559,12.17058126,136.6128726
45.27760986,12.36725949,154.8346922
45.28312681,13.01240103,222.0575981
45.29881794,12.98681882,201.085837
45.30131636,12.7434623,149.2426486
45.31074308,12.9384227,154.2602225
45.31209995,13.17444303,161.9967992
45.33157714,12.68226619,133.2798313
45.33560278,12.85410133,153.5749163
45.34928202,12.48371215,158.5928391
45.38001495,12.61622273,159.2709985
45.38041917,13.58526734,136.5112442
45.39367655,12.95201966,155.238889
45.41738679,12.21752758,137.8425883
45.43163679,12.67738188,141.5404304
45.45198989,12.39351017,134.9960297
45.45409123,13.27829171,133.3047341
45.47305998,12.51252003,154.6554666
45.47624853,12.8439421,146.1802513
45.48812085,13.08429683,144.1428232
45.49131676,12.88016731,206.8056345
45.51647577,12.31522953,148.027914
45.52242636,12.80483606,159.4428983
45.5479052,12.69835882,146.3497946
45.5493859,12.52668154,149.1295007
45.56777104,12.72197759,165.1451774
45.58121914,13.05231203,152.8525056
45.58157658,13.27514145,152.7746556
45.59869825,12.79679506,135.7806961
45.65151985,12.58925848,204.098799
45.6612572,11.99831685,154.3270558
45.66743539,12.82219167,132.9007898
45.67333584,13.18472772,184.1989438
45.68321104,13.20933073,146.0628394
45.68662725,13.18272572,149.8777068
45.7141587,13.02382688,220.9753729
45.71496512,12.55513082,148.1029411
45.72652782,13.1675891,146.0534689
45.73122929,13.04738726,139.3791005
45.74832964,12.31394687,142.5079363
45.74989764,12.51926192,139.4974654
45.75931422,12.26474164,141.4514633
45.76692502,12.83675068,143.0564266
45.76961625,12.80305768,144.5228886
45.78119079,13.39859171,215.6050111
45.78337593,12.61630751,133.7319972
45.79043629,12.6677545,138.530219
45.8033321,13.26905922,148.3442905
45.81221756,12.93274285,154.5453498
45.81831526,13.03200036,142.3153406
45.85286606,12.17307342,144.2157303
45.85395791,12.68942659,137.1330721
45.86394969,11.97444322,147.3354854
45.86889972,12.1954739,141.4806267
45.8802026,13.25046281,161.054122
45.90864375,12.51542628,148.6656494
45.91471283,13.28863528,141.8205408
45.92640641,13.52047586,143.7160588
45.93356307,12.35657919,141.4122021
45.93644397,12.84513507,201.7492077
45.93697802,12.74134692,148.3496451
45.93777012,12.43514838,148.1568947
45.94063516,12.30605661,147.231344
45.95188407,12.80543406,144.8719447
45.97245012,12.1607774,155.7690046
45.97551951,13.07322663,139.0995408
45.98228132,12.85187254,146.5260341
45.98791347,12.76005491,143.4301795
45.98970405,12.69991943,157.0948251
45.98996638,12.94996645,157.4799428
45.99289976,12.31676553,140.5320647
46.00720941,13.45906455,137.1551402
46.01033614,13.11678431,149.713105
46.01542854,13.47769098,217.7090899
46.02347489,12.50054037,158.5556374
46.03417739,13.85047305,147.5586448
46.04520943,12.38089929,147.9008954
46.05461777,14.08929788,209.7431202
46.05662816,12.69380885,134.8975683
46.05968094,12.87845751,127.3085902
46.09269735,13.31905377,136.2851314
46.09366922,13.0963478,131.8100207
46.11684274,12.99658795,139.3139353
46.15001708,12.72607136,165.1292919
46.15341065,12.77364129,200.7880793
46.16017051,13.01182881,134.9156661
46.16398242,12.86784076,141.4602789
46.18953502,12.7993032,212.281393
46.20507558,13.0737106,146.6325402
46.21452011,12.88528188,145.8884968
46.22382473,13.24624074,150.6774202
46.22473408,13.03769667,140.148724
46.23347191,12.93640669,132.099671
46.23506544,12.85780001,139.5949035
46.23658495,13.00423096,153.4430231
46.23828075,12.86656265,130.6996867
46.2396147,13.19062461,131.7064457
46.2438402,12.85002312,139.0360343
46.25295815,12.2204389,136.5653084
46.2769927,13.22036696,146.0256995
46.27719864,13.11504432,135.9496323
46.29430655,12.11263894,160.2630168
46.30487753,12.53142443,142.6185787
46.30628563,12.68217527,151.2395312
46.32530797,12.33791273,135.9644339
46.33258191,11.86314607,143.506931
46.35002096,13.24392353,157.5115434
46.35970452,12.65416876,144.5776592
46.39212657,13.30843453,154.6090997
46.40290962,13.36492561,147.2037009
46.40298893,12.65431129,148.5163903
46.40938073,13.09974169,146.5947467
46.41454407,12.97586774,138.0940264
46.42567687,12.95205824,134.4844971
46.42862157,12.50100871,137.3087595
46.4288339,13.43735843,128.4599349
46.43001726,12.12323064,146.9487764
46.43963128,12.39478611,137.7214216
46.44366359,13.2190528,138.6139713
46.45994998,13.447351,146.589755
46.46083851,12.68199679,140.960462
46.4637182,12.66896312,145.2501552
46.46486289,12.66540529,132.6229247
46.498461,13.21787198,144.3371555
46.49886092,12.11698826,135.3679955
46.509417,12.81805161,137.5811704
46.51249237,12.96965977,152.4757285
46.51513613,12.74517321,143.9265361
46.53073047,13.14370663,148.6408971
46.55182676,12.34072594,150.2279168
46.55459003,11.77163602,151.6686218
46.55748293,12.70490814,144.03801
46.57084467,12.77376179,136.8002426
46.57772546,12.82355151,146.9918224
46.58781322,12.51539604,139.3013833
46.59548334,13.29096875,151.812945
46.59797389,12.78362481,147.9087635
46.60591245,12.30249656,141.585348
46.6225107,13.23010108,153.4027896
46.63281385,13.31771166,208.9006949
46.63291836,12.93947394,152.5132008
46.63343229,12.58853861,144.021582
46.64421545,13.05579793,151.7904751
46.64957432,13.28277299,148.8777153
46.65546697,12.73397067,145.3269513
46.66429825,12.81003063,146.5365621
46.66480545,13.34978339,226.9303148
46.66485349,12.68694811,139.3373036
46.66555683,12.73801012,144.3903755
46.66980234,13.02690397,143.8534584
46.69291637,12.44170391,153.2711095
46.70527422,12.41678837,138.8254793
46.70633003,13.09698618,145.3378491
46.71845154,12.97448708,150.2182455
46.72219913,12.68372377,144.8104348
46.72574426,12.79401259,136.7776372
46.72580387,12.71646107,155.6018069
46.7279126,12.57886268,139.9701416
46.74209262,12.9775,143.7418106
46.74223312,12.44019975,162.8583537
46.74389127,12.90044568,152.7563648
46.74498417,13.43072952,145.9642408
46.74509496,13.05067875,150.0875653
46.75190945,12.31968538,145.39273
46.75318453,13.14067012,199.9250527
46.75401601,12.92342336,143.4835185
46.75549314,12.89248928,148.3519215
46.75950906,12.93137798,132.6306922
46.76006874,13.12261692,146.6653071
46.76249812,13.34599701,207.5825816
46.76749542,12.78597559,138.5225169
46.77503351,12.5819338,139.6177832
46.78602,12.6124883,144.0699439
46.78957496,13.01975697,148.174168
46.79779724,12.68457144,143.1906577
46.80339369,12.45544957,137.0507724
46.80799867,12.8818161,142.7834087
46.82178425,12.8989041,150.761694
46.83700826,13.20420822,148.0324273
46.84013617,13.25272024,133.5281636
46.86185936,12.64146972,149.359294
46.86562095,13.50685181,168.6603293
46.86586928,12.90426935,125.4701913
46.86720875,12.29757047,140.4202726
46.87091102,12.53247002,147.5010184
46.8740934,12.76681705,154.1744274
46.88484241,12.37071896,151.6851361
46.89887619,12.43212402,140.5314353
46.89915186,12.61769989,151.3034655
46.90409625,12.2983746,136.1620085
46.91349194,13.35542898,147.4356053
46.93035276,12.63731861,143.0561828
46.9340513,12.15380517,216.0664161
46.94629688,13.07290833,144.4054349
46.94847074,13.14686226,137.9960328
46.96472469,12.51601153,133.0631811
46.97027007,12.25972854,138.8447373
46.97313012,12.79182295,148.0665896
46.9732186,12.56320783,138.9826007
46.9928075,12.29348232,147.2719682
46.99662774,13.22489837,150.9822657
47.00026474,13.04932608,153.0027807
47.00472903,12.39671927,146.6828935
47.00869289,12.87856957,134.2134575
47.02168944,12.810821,136.152025
47.02444954,13.59171771,213.8735026
47.04113455,14.04841028,141.4957903
47.0490172,12.70903411,142.9410213
47.07326603,12.44203762,138.4805608
47.08869023,12.88600403,146.7098296
47.10161447,12.78914914,152.0708972
47.10431157,12.55493041,132.3459794
47.12947439,12.59886167,134.7755152
47.15465265,13.0234625,149.1706218
47.17668546,12.22851005,145.996417
47.18069356,12.79093513,150.134055
47.18623336,12.77935377,153.7223177
47.18795937,12.63133074,139.6695197
47.19387291,12.67036623,143.2908918
47.20765777,12.96736757,155.4005701
47.21128686,13.18976942,139.7329623
47.22053101,12.21564553,143.6890717
47.22124707,13.09077544,150.2580936
47.22191739,12.85454693,155.2998956
47.24427048,13.33227703,149.1238981
47.24435607,12.51629547,147.5203131
47.26104604,13.20666229,145.6063663
47.27620006,13.29779366,212.4700587
47.28347104,13.15083455,146.5702161
47.28427783,12.81662078,152.3814607
47.28991593,13.70829547,208.0501767
47.30146828,12.35695949,140.7145651
47.32526151,13.13360596,142.5985635
47.36799028,13.15370868,124.0182534
47.37428754,13.222559,141.6562356
47.38597886,13.65337136,147.9529584
47.39293412,12.53566696,142.0564121
47.41446145,12.86241192,153.7833143
47.42993398,12.08066354,129.3219301
47.44479742,13.48047401,146.2852075
47.44802544,13.78744217,213.8055073
47.45397972,13.05510505,212.7023769
47.45685217,13.01227797,142.1801921
47.47318564,12.65692461,149.6915094
47.47918451,12.84362617,154.5727762
47.50892967,13.1477656,135.7358877
47.51257748,12.51457431,155.2064155
